SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533411,SANGH FORG  ,T ,Q,25.20,25.20,22.85,23.80,23.80,24.05,6,1513,36337.00,
533427,VMS INDUSTR ,X ,Q,18.95,18.95,18.95,18.95,18.95,18.95,1,3,56.00,
533451,KARMA ENERG ,B ,Q,18.70,18.70,16.40,16.45,16.45,17.95,10,881,14784.00,
533452,WEIZMANN FX ,B ,Q,509.30,523.95,501.45,514.85,514.20,519.85,15,296,151539.00,
533470,RUSHIL DECOR,B ,Q,475.00,480.65,453.00,464.70,464.75,466.35,27,133,61657.00,
533477,ENKEI WHEEL ,X ,Q,375.00,389.80,360.10,371.45,374.50,376.10,75,1412,526826.00,
533482,KRIINFRA    ,B ,Q,33.00,33.80,32.70,33.40,33.40,32.65,74,4093,136656.00,
533499,BGLOBAL     ,T ,Q,2.31,2.31,2.11,2.21,2.20,2.20,13,17119,37847.00,
533506,INVENTURE   ,B ,Q,14.10,14.31,14.10,14.31,14.30,14.30,3,650,9175.00,
533519,LNT FH      ,A ,Q,127.95,128.95,125.70,126.45,126.45,127.20,3681,489225,62278097.00,
533520,IBULISL     ,B ,Q,248.00,267.75,248.00,261.95,261.95,243.45,1290,75771,19983273.00,
533540,TREE HOUSE  ,B ,Q,4.20,4.40,4.20,4.38,4.38,4.15,6,1131,4789.00,
533543,BROOKS LABS ,B ,Q,40.05,49.30,40.05,49.30,49.30,41.10,198,28456,1352973.00,
533552,RUPA & CO   ,B ,Q,310.05,317.50,307.50,310.05,310.05,309.95,70,1262,393702.00,
533553,TD POWER    ,B ,Q,124.90,124.90,122.00,123.70,123.70,120.95,6,110,13582.00,
533569,SRS LIMITED ,Z ,Q,0.28,0.28,0.28,0.28,0.28,0.27,8,30999,8679.00,
533570,AXISGOLD    ,E ,Q,2978.98,2978.98,2949.99,2949.99,2949.99,2978.50,8,20,59260.00,
533573,ALEM PHARMA ,A ,Q,517.00,528.75,517.00,524.90,528.75,519.95,86,804,421201.00,
533576,VASWANI IND ,B ,Q,8.71,8.85,8.67,8.85,8.85,8.61,11,1741,15278.00,
533581,PG ELECTRO  ,B ,Q,74.80,77.50,74.10,74.70,74.35,74.15,110,8479,637136.00,
533605,PRAKASH CON ,B ,Q,3.50,3.90,3.40,3.81,3.81,3.42,60,109970,403732.00,
533608,RDB RASAYAN ,X ,Q,43.85,45.50,43.80,44.00,44.30,43.90,41,3398,149914.00,
533629,TIJARIA PPL ,B ,Q,13.90,13.90,13.85,13.90,13.90,13.25,15,1466,20374.00,
533638,FLEXITUFF   ,B ,Q,47.25,47.25,47.25,47.25,47.25,45.00,10,125,5906.00,
533644,UJAAS       ,B ,Q,7.51,7.51,6.91,6.96,6.96,7.50,117,56728,404660.00,
533655,TRIVENITURB ,B ,Q,101.95,105.95,100.00,104.70,105.95,100.35,95,2133,219424.00,
533676,INDO THAI   ,B ,Q,27.80,29.00,27.75,28.10,28.10,29.55,18,41002,1138938.00,
533704,ESSAR SHIP  ,B ,Q,10.05,10.69,10.05,10.69,10.69,10.05,3,358,3821.00,
533758,APL APOLLO  ,A ,Q,1112.00,1185.30,1112.00,1166.45,1144.00,1138.45,455,2711,3177901.00,
533761,GPT INFRA   ,B ,Q,43.85,44.10,43.85,44.10,44.10,44.00,2,4,175.00,XD
533896,FERVENTSYN  ,X ,Q,26.00,26.00,26.00,26.00,26.00,25.95,1,50,1300.00,
533982,TERASOFTWARE,B ,Q,39.45,39.70,38.00,38.00,38.00,38.45,14,1432,55240.00,
534060,PMCFIN      ,X ,Q,0.39,0.40,0.38,0.40,0.40,0.39,91,302568,119208.00,
534076,ORIENT REF  ,B ,Q,192.90,197.95,190.10,194.85,197.00,189.00,48,2196,423166.00,
534091,MCX LTD     ,A ,Q,670.00,683.65,668.00,677.30,677.30,672.85,629,25565,17376766.00,
534139,SCHNEIDER   ,B ,Q,87.40,92.00,87.40,89.70,89.70,86.20,272,20337,1833068.00,
534184,NORL        ,B ,Q,0.37,0.37,0.35,0.37,0.37,0.36,84,690047,254563.00,
534309,NBCC        ,A ,Q,51.60,53.40,51.20,53.05,53.05,51.60,1414,518659,27261779.00,
534312,MT EDUCARE  ,B ,Q,59.00,60.70,58.05,59.10,60.00,57.60,63,15773,941409.00,
534338,MAXHEIGHTS  ,X ,Q,17.30,18.30,17.30,17.70,17.70,18.05,100,38571,683786.00,
534369,TBZ LTD     ,B ,Q,54.30,57.40,53.70,56.85,56.40,55.15,100,6702,379620.00,
534392,VSSL        ,B ,Q,91.85,96.50,91.85,94.65,95.15,90.10,53,1414,132857.00,
534422,LOOKS       ,XT,Q,8.00,8.60,8.00,8.50,8.50,8.40,3,16142,138636.00,
534425,SPECIALITY R,B ,Q,92.00,92.00,90.85,91.05,90.85,92.60,21,286,26157.00,
534532,LYPSA GEMS  ,B ,Q,5.98,5.98,5.61,5.89,5.89,5.83,13,3595,20438.00,
534535,BIOGRPAPER  ,XT,Q,5.23,5.23,5.23,5.23,5.23,4.99,2,12,62.00,
534597,RTNINFRA    ,B ,Q,2.84,3.23,2.71,2.94,2.98,2.83,78,50347,145597.00,
534600,JTL INFRA   ,X ,Q,131.20,140.00,128.15,128.15,128.15,127.95,38,5176,687561.00,
534612,AMTL        ,X ,Q,27.90,27.90,26.20,27.05,26.20,26.65,21,1735,47402.00,
534615,NECC LTD    ,B ,Q,7.59,7.59,7.45,7.45,7.45,7.29,2,100,752.00,
534618,SAREL       ,XT,Q,13.50,13.50,13.50,13.50,13.50,13.50,1,1000,13500.00,
534623,JUPITER INFO,X ,Q,58.60,58.60,58.50,58.55,58.50,60.50,2,450,26355.00,
534674,DUCON       ,B ,Q,10.45,10.79,10.30,10.65,10.74,10.33,32,5108,53974.00,
534675,PROZONINTU  ,B ,Q,27.45,28.10,26.75,27.55,27.55,27.20,79,11484,316434.00,
534680,SRG HFL     ,X ,Q,230.00,232.00,211.00,213.60,211.00,221.10,34,2079,452108.00,
534690,LAKSHMIVILAS,A ,Q,56.60,56.80,55.00,56.40,56.15,56.60,212,45237,2542440.00,
534691,COMFORT COM ,X ,Q,4.20,4.20,3.71,4.15,4.15,4.20,14,9408,36958.00,
534734,RMCHEM      ,X ,Q,1.87,1.93,1.87,1.93,1.93,1.90,73,747528,1425334.00,
534741,VIRTUAL GLO ,X ,Q,0.24,0.24,0.22,0.24,0.24,0.24,134,778855,182174.00,
534742,ZUARI AGRO  ,B ,Q,184.85,188.00,181.85,182.70,182.70,185.20,170,8289,1531024.00,
534748,STEEL EXCH  ,B ,Q,13.50,15.18,13.50,14.50,14.50,14.78,60,10526,150615.00,
534756,TARA JEWELS ,T ,Q,0.64,0.64,0.58,0.60,0.60,0.61,39,20271,12172.00,
534757,FOCUS IND   ,XT,Q,1.27,1.27,1.27,1.27,1.27,1.27,1,200,254.00,
534758,CIGNITI TECH,B ,Q,340.00,340.00,331.00,331.85,331.85,335.75,74,1836,614749.00,
534804,CARERATING  ,A ,Q,962.25,962.25,953.50,955.85,954.45,959.10,143,2005,1920628.00,
534809,PC JEWELLER ,A ,Q,68.50,69.75,68.00,68.35,68.35,67.85,2445,677231,46681542.00,
534816,BH INFRATEL ,A ,Q,312.85,321.75,309.60,315.00,314.15,313.20,6112,452609,143826786.00,
534976,VMART       ,B ,Q,2565.10,2599.95,2524.30,2540.35,2566.65,2585.30,71,191,488142.00,
535141,SUNSTAR R   ,T ,Q,0.49,0.49,0.49,0.49,0.49,0.49,16,2768,1356.00,
535205,MYSTICELE   ,X ,Q,6.90,6.90,6.32,6.32,6.32,6.65,3,505,3423.00,
535267,COM FINCAP  ,X ,Q,16.50,16.55,16.30,16.50,16.50,16.55,51,15466,254429.00,
535276,SBISENSEX   ,B ,Q,379.00,379.00,376.00,376.33,377.00,378.54,23,152,57253.00,
535322,REPCO HOME  ,A ,Q,326.90,336.40,323.00,325.55,325.55,326.30,2029,86166,28355408.00,
535467,AIFL        ,T ,Q,12.25,12.25,12.25,12.25,12.25,11.70,18,2877,35243.00,
535602,SHARDA MOTOR,B ,Q,1215.50,1266.00,1215.00,1231.50,1259.00,1214.95,24,117,142973.00,
535621,SV GLOBAL   ,XT,Q,53.90,59.50,53.90,59.00,59.00,56.70,10,947,55874.00,
535648,JUSTDIAL    ,A ,Q,510.05,515.35,497.05,501.30,501.30,513.80,3376,214197,107800730.00,
535658,PAWANSUT    ,XT,Q,2.09,2.09,2.09,2.09,2.09,2.05,11,4372,9137.00,
535667,IFINSEC     ,XT,Q,21.35,21.60,21.35,21.60,21.60,21.25,2,501,10696.00,
535693,BRAHM INFRA ,X ,Q,23.35,23.35,23.35,23.35,23.35,22.25,1,5,116.00,
535754,ORIENT CEM  ,A ,Q,69.50,70.25,69.00,69.90,69.00,68.55,12,892,62240.00,
535755,ABFRL       ,A ,Q,219.00,221.30,217.55,220.30,220.30,220.40,828,57534,12617834.00,
535789,IBUL HSG FIN,A ,Q,689.90,711.50,676.00,680.35,680.35,683.10,14724,888245,618240509.00,
536128,VKJINFRA    ,XT,Q,0.23,0.23,0.22,0.22,0.22,0.23,41,85064,18786.00,
536170,KUSHAL      ,T ,Q,27.70,27.75,26.70,27.15,27.75,26.90,294,110637,3001851.00,
536264,TIGER LOGS  ,X ,Q,99.25,107.50,97.05,102.65,102.80,99.75,103,10726,1086403.00,
536493,JKAGRI GEN  ,X ,Q,772.00,772.00,700.00,733.30,740.00,707.20,25,231,164493.00,
536507,FUTLIF FAS  ,A ,Q,424.00,435.00,424.00,429.25,429.25,426.95,36,353,151232.00,
536659,PVVINFRA    ,XT,Q,13.00,13.00,13.00,13.00,13.00,12.85,2,1266,16458.00,
536709,INDRENEW    ,XT,Q,17.70,17.70,16.15,17.25,17.25,16.90,14,1593,26045.00,
536751,FIVEXTRADE  ,X ,Q,0.45,0.45,0.45,0.45,0.45,0.47,2,850,382.00,
536773,JIN POLY INV,B ,Q,29.45,29.50,26.10,27.05,27.05,26.30,5,2007,55789.00,
536868,INTEGRA TELE,XT,Q,14.00,14.00,14.00,14.00,14.00,14.20,2,10,140.00,
536960,M100        ,B ,Q,17.50,17.75,17.35,17.35,17.35,17.15,9,701,12171.00,
536974,CAPTAIN POLY,X ,Q,24.35,24.35,22.50,22.85,22.50,23.65,76,26333,623770.00,
537007,ICICINIFTY  ,B ,Q,111.55,112.65,111.55,112.29,112.28,112.20,152,3883,435585.00,
537008,ICICINF100  ,B ,Q,116.28,116.38,116.28,116.38,116.38,115.08,3,20,2325.00,
537069,ARNOLD HOLD ,X ,Q,14.50,14.89,13.77,14.40,14.40,14.70,52,108167,1550299.00,
537092,MODEX INT   ,X ,Q,50.15,50.50,50.15,50.40,50.50,50.60,116,13480,678244.00,
537253,SUNIL HEALTH,X ,Q,42.15,42.15,40.00,40.00,40.00,42.15,28,5839,236758.00,
537254,RCI IND     ,X ,Q,81.90,81.90,76.00,79.50,79.00,81.05,283,29241,2286478.00,
537291,NATH BIOGEN ,B ,Q,402.00,425.15,397.00,417.90,418.00,401.45,147,3049,1268533.00,
537292,AGRI TECH   ,B ,Q,51.00,52.10,51.00,51.75,52.00,50.45,14,943,48804.00,
537524,VIAANINDUS  ,X ,Q,5.69,5.69,5.20,5.68,5.69,5.42,182,110350,622051.00,
537536,DENIS CHEM  ,X ,Q,52.40,57.90,52.40,54.15,54.00,52.90,29,11252,610381.00,
537708,KOTAKNIFTY  ,B ,Q,110.50,111.00,110.05,111.00,111.00,111.45,15,132,14629.00,
537750,KIRAN VYPAR ,X ,Q,102.90,102.90,95.05,97.40,97.40,99.90,39,1489,145149.00,
537766,BCP LTD     ,B ,Q,37.30,38.90,35.35,37.20,37.20,37.20,1273,1933059,70887962.00,
537800,MANGALAM IND,XT,Q,0.40,0.42,0.38,0.42,0.42,0.40,22,151073,59450.00,
537820,VFL         ,B ,Q,0.84,0.92,0.84,0.84,0.84,0.88,40,106467,89488.00,
537840,RAUNAQEPC   ,XT,Q,69.40,69.60,69.40,69.40,69.40,73.00,6,623,43241.00,
538019,OBI LTD     ,X ,Q,19.30,21.30,19.30,21.30,21.30,20.30,272,50217,984646.00,
538057,CPSE ETF    ,B ,Q,23.04,23.75,23.04,23.69,23.61,23.21,455,2040090,48292410.00,
538081,HARIA APL   ,X ,Q,1.28,1.28,1.28,1.28,1.28,1.34,2,254,325.00,
538092,JOONKTOLLEE ,X ,Q,115.25,115.50,115.25,115.50,115.50,119.70,2,20,2307.00,
538119,RNB DENIMS  ,M ,Q,35.00,35.00,35.00,35.00,35.00,33.20,1,2500,87500.00,
538128,WOMENS NEXT ,M ,Q,8.05,9.00,8.00,9.00,9.00,8.45,9,136000,1094120.00,
538180,GOLD LINE   ,X ,Q,7.00,7.00,7.00,7.00,7.00,7.00,7,3626,25382.00,
538268,WONDERLA    ,B ,Q,273.90,276.40,271.55,273.95,272.50,272.70,18,513,140385.00,
538365,ADHUNIKIND  ,B ,Q,40.00,41.00,39.75,40.45,40.40,40.35,67,8362,334386.00,
538395,NAM SEC     ,XT,Q,43.90,43.90,43.90,43.90,43.90,41.85,6,6,263.00,
538422,JACKSON     ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,7,19810,3763.00,
538423,ALPS MOTOR  ,X ,Q,0.70,0.70,0.70,0.70,0.70,0.70,13,6362,4453.00,
538433,CLASSIC     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,12,15001,2850.00,
538446,MONEYBOXX   ,M ,Q,9.60,9.60,9.60,9.60,9.60,9.50,1,10000,96000.00,
538476,CTL         ,X ,Q,2.99,3.05,2.99,3.00,3.00,2.98,11,3746,11325.00,
538521,CROWNTOURS  ,X ,Q,23.00,23.05,21.05,22.80,22.85,23.70,30,19400,443990.00,
538539,JTAPARIA    ,X ,Q,0.39,0.42,0.39,0.40,0.40,0.41,19,9400,3808.00,
538540,RLFL        ,X ,Q,0.22,0.22,0.22,0.22,0.22,0.23,1,1000,220.00,
538557,SAIBABA     ,X ,Q,2.54,2.79,2.48,2.79,2.79,2.54,326,704542,1874837.00,
538562,SKIPPER     ,B ,Q,61.65,63.50,61.60,62.80,62.30,61.60,44,2689,168771.00,
538564,JAMESWARREN ,X ,Q,101.05,102.15,101.00,101.15,101.00,101.00,5,508,51330.00,
538566,APOLLOTRI   ,X ,Q,130.00,132.00,129.90,131.00,132.00,130.00,66,24298,3163546.00,
538567,GULFOIL LUB ,B ,Q,872.40,896.00,870.00,893.05,889.05,880.00,86,734,654678.00,XD
538569,TRIVENI ENT ,X ,Q,89.55,89.55,89.05,89.05,89.05,85.30,15,50,4465.00,
538570,ACHAL       ,XT,Q,0.95,0.95,0.95,0.95,0.95,0.95,1,1,0.00,
538575,SOLISMAR    ,XT,Q,0.21,0.21,0.20,0.20,0.20,0.21,6,3112,623.00,
538596,QUANTBUILD  ,XT,Q,11.57,11.57,11.57,11.57,11.57,11.80,1,300,3471.00,
538598,VISHAL      ,B ,Q,316.00,316.00,316.00,316.00,316.00,316.00,1,200,63200.00,
538607,TOYAMIND    ,X ,Q,3.65,4.36,3.45,4.04,4.04,3.64,351,2457849,9870321.00,
538608, DWITIYA    ,Z ,Q,30.90,30.90,30.90,30.90,30.90,32.50,21,54501,1684080.00,
538634,VRL         ,X ,Q,30.45,33.30,30.45,31.70,32.50,32.00,9,500,15631.00,
538635,SNOWMAN     ,B ,Q,30.00,30.95,29.90,30.20,30.20,29.80,250,46960,1428292.00,
538653,EML         ,X ,Q,3.91,3.91,3.91,3.91,3.91,4.11,14,2506,9798.00,
538666,SHARDACROP  ,A ,Q,345.40,351.75,345.40,350.35,349.45,345.50,33,669,232397.00,
538685,SHEMAROO    ,B ,Q,358.85,360.00,352.30,360.00,360.00,354.00,12,33,11781.00,
538706,ULTRACAB    ,X ,Q,51.00,53.90,51.00,53.90,53.90,51.00,31,6033,312923.00,
538713,ATISHAY     ,B ,Q,65.00,66.00,63.75,63.75,63.75,61.45,18,266,17417.00,
538715,DHABRIYA    ,B ,Q,63.65,69.75,63.65,69.45,69.45,66.50,6,1002,63789.00,
538730,PDSMFL      ,B ,Q,255.00,258.00,255.00,258.00,258.00,256.75,13,619,158966.00,
538733,STARLIT     ,T ,Q,12.40,12.40,12.40,12.40,12.40,12.65,3,1002,12424.00,
538742,PANACHE     ,X ,Q,32.00,32.00,32.00,32.00,32.00,32.00,3,2000,64000.00,
538765,JSHL        ,M ,Q,10.01,10.10,10.01,10.10,10.10,10.01,2,10000,100550.00,
538770,CRANE INFRA ,X ,Q,12.28,12.28,12.28,12.28,12.28,12.92,1,1000,12280.00,
538772,NIYOGIN     ,B ,Q,73.95,73.95,68.80,72.70,72.70,72.40,4,1213,83598.00,
538778,AKASHDEEP   ,X ,Q,45.65,45.95,45.60,45.95,45.95,45.80,13,52602,2401309.00,
538787,GBFL        ,X ,Q,0.94,0.94,0.93,0.93,0.93,0.94,6,10419,9691.00,
538812,AANCHALISP  ,B ,Q,8.90,8.90,8.90,8.90,8.90,8.90,3,190,1691.00,
538834,MEL         ,XT,Q,2.43,2.65,2.43,2.65,2.65,2.55,5,1225,3196.00,
538835,INTELLECT   ,A ,Q,169.00,170.70,165.10,167.05,167.05,169.10,555,28854,4827888.00,
538836,MONTECARLO  ,B ,Q,356.00,359.45,355.85,357.85,358.40,358.40,41,1045,372555.00,
538837,JSTL        ,X ,Q,33.40,33.40,30.30,33.35,33.35,33.25,13,1070,34305.00,
538858,CAMSONBIO   ,XT,Q,5.60,5.70,5.18,5.70,5.70,5.45,15,2255,12123.00,
538860,PANAFIC     ,XT,Q,0.56,0.58,0.56,0.57,0.58,0.56,11,4045,2294.00,
538861,AMSONS      ,T ,Q,1.16,1.16,1.16,1.16,1.16,1.22,3,238,276.00,
538874,NEXUSCOMMO  ,XT,Q,24.05,24.05,24.05,24.05,24.05,24.50,1,2,48.00,
538882, EMERALD    ,X ,Q,13.28,13.28,13.28,13.28,13.28,13.97,1,25,332.00,
538890,MKEXIM      ,X ,Q,6.45,6.45,6.45,6.45,6.45,6.15,2,1030,6643.00,
538891,SIPROJECTS  ,X ,Q,39.50,39.50,39.50,39.50,39.50,37.90,1,1,39.00,
538896,KANCHI      ,XT,Q,355.00,363.90,354.95,363.90,363.90,346.60,167,11806,4282953.00,
538902,DHUN TEAIND ,B ,Q,222.45,225.10,208.10,211.60,211.60,213.40,91,46378,9727737.00,
538922,COSYN       ,X ,Q,36.45,36.45,34.60,35.70,35.70,35.65,20,1834,65096.00,
538961,GENUSPAPER  ,B ,Q,6.60,6.70,6.42,6.43,6.68,6.58,62,23471,151357.00,
538962,MINDACORP   ,B ,Q,127.15,127.55,125.30,126.00,126.50,124.85,70,3494,442102.00,
538965,CONCORD     ,XT,Q,18.50,18.50,17.30,18.50,18.50,18.20,7,335,6105.00,
538979,GRNLAM IND  ,B ,Q,672.00,672.00,672.00,672.00,672.00,660.00,1,8,5376.00,
538987,TALBROSENG  ,X ,Q,153.70,156.70,153.70,155.00,155.00,149.85,13,424,65762.00,
538992,SAPL        ,X ,Q,252.10,252.10,252.10,252.10,252.10,256.00,1,25,6302.00,
538993,PUROHITCON  ,XT,Q,7.16,7.16,7.15,7.15,7.15,7.51,4,690,4938.00,
539006,PTCIL       ,X ,Q,390.00,400.00,390.00,400.00,400.00,391.00,6,57,22630.00,
539009,GBLIL       ,X ,Q,26.85,26.85,26.85,26.85,26.85,28.25,3,10,268.00,
539015,ORTEL       ,T ,Q,3.50,3.55,3.50,3.55,3.55,3.65,5,5700,20060.00,
539017,ASHFL       ,B ,Q,62.00,65.00,60.05,62.25,62.30,56.90,16,629,39622.00,
539018,BEEKAY      ,X ,Q,306.60,316.80,306.60,316.10,315.10,317.00,11,243,76366.00,
539031,SETFBSE100  ,B ,Q,111.70,111.70,111.70,111.70,111.70,111.60,1,100,11170.00,
539040,TTIL        ,XT,Q,2.65,2.65,2.65,2.65,2.65,2.65,1,200,530.00,
539043,BKMINDST    ,B ,Q,4.30,4.30,4.30,4.30,4.30,4.52,5,7000,30100.00,
539044,MANAKSTELTD ,B ,Q,17.80,19.60,17.80,19.45,19.30,17.15,54,10143,191845.00,
539045,MNKALCOLTD  ,B ,Q,7.15,7.60,6.90,6.90,6.90,6.66,11,4061,28928.00,
539046,MNKCMILTD   ,B ,Q,6.01,6.01,6.00,6.01,6.01,5.92,3,516,3096.00,
539056,ADLABS      ,B ,Q,8.75,9.09,8.75,9.09,9.09,8.66,73,442068,3882033.00,
539083,INOXWIND    ,A ,Q,64.00,74.60,64.00,71.40,71.40,63.50,1261,113462,8052630.00,
539097,YOGYA       ,M ,Q,20.50,20.50,20.50,20.50,20.50,20.40,2,96000,1968000.00,
539113,PML         ,X ,Q,2020.95,2020.95,1911.00,1985.40,1990.00,1892.90,24,51,100706.00,
539118,VRLLOG      ,B ,Q,242.05,246.35,240.25,244.75,243.55,239.70,287,424393,102022814.00,
539122,BODHTREE    ,X ,Q,42.90,42.90,40.15,41.90,41.90,40.95,41,2942,122840.00,
539126,MEP         ,B ,Q,37.55,38.50,36.70,38.30,38.30,37.30,279,30512,1150548.00,
539132,VEGETABLE   ,X ,Q,5.00,5.01,4.70,4.70,4.70,4.94,7,5670,28236.00,
539141,UFO         ,B ,Q,224.00,233.90,224.00,231.30,232.50,222.20,42,458,105362.00,
539148,SHIVALIK    ,X ,Q,241.00,245.00,236.00,239.90,240.00,241.65,39,4280,1027450.00,
539150,PNCINFRA    ,B ,Q,130.70,132.50,130.50,130.95,130.80,130.05,125,5045,663714.00,
539151,ARFIN       ,X ,Q,174.00,188.95,171.00,177.40,175.50,171.10,41,1040,188897.00,
539169,FUNNY       ,T ,Q,0.84,0.84,0.84,0.84,0.84,0.85,2,21,17.00,
539176,HAWAENG     ,XT,Q,35.80,38.25,35.70,37.85,37.85,37.55,11,512,18384.00,
539195,POEL        ,X ,Q,30.00,34.90,30.00,30.85,31.50,30.50,30,957,30041.00,
539196,AEL         ,X ,Q,12.99,13.15,12.50,12.70,12.50,12.67,13,8500,108318.00,
539197,DEVHARI     ,X ,Q,3.71,3.71,3.71,3.71,3.71,3.90,1,100,371.00,
539198,CAPFIN      ,X ,Q,2.48,2.48,2.48,2.48,2.48,2.37,1,156,386.00,
539199,MOONGIPASEC ,XT,Q,3.30,3.30,3.30,3.30,3.30,3.45,1,800,2640.00,
539201,SATIA       ,X ,Q,550.00,550.00,539.15,550.00,550.00,544.00,28,827,452073.00,
539207,MANPASAND   ,A ,Q,75.00,77.85,74.10,76.25,76.45,74.10,526,33847,2571044.00,
539219,MUL         ,X ,Q,246.00,252.00,244.00,248.25,249.00,244.85,71,6922,1711580.00,
539221,SPORTKING   ,XT,Q,546.00,546.00,498.00,502.45,517.00,520.90,22,740,373060.00,
539223,AMBITION    ,B ,Q,13.85,14.00,13.10,14.00,14.00,13.75,27,6953,94616.00,
539225,JIYAECO     ,B ,Q,42.25,42.25,38.40,40.60,40.60,42.10,1239,700753,27795357.00,
539228,GGPL        ,B ,Q,64.00,65.00,63.25,65.00,65.00,60.85,211,162442,10525610.00,
539229,MRSS        ,M ,Q,33.40,33.40,33.40,33.40,33.40,33.65,1,600,20040.00,
539235,GPL         ,X ,Q,219.40,219.40,219.40,219.40,219.40,219.40,1,1,219.00,
539251,BALKRISHNA  ,B ,Q,34.00,35.25,34.00,35.05,35.05,33.70,35,664,23242.00,
539252,SCFL        ,B ,Q,5.53,5.80,5.43,5.80,5.80,5.20,9,2698,14998.00,
539254,ADANITRANS  ,A ,Q,213.05,217.10,212.10,213.30,212.10,212.10,158,5047,1081711.00,
539268,SYNGENE     ,A ,Q,587.55,600.00,587.55,595.90,599.95,586.00,237,48759,28766505.00,
539275,MSL         ,M ,Q,63.20,63.20,63.20,63.20,63.20,59.95,1,1500,94800.00,
539276,KAYA        ,B ,Q,667.95,686.00,667.95,678.35,679.50,659.55,50,372,251149.00,
539278,SYMBIOX     ,XT,Q,0.58,0.60,0.58,0.60,0.60,0.58,4,2258,1353.00,
539287,ORTINLAABS  ,B ,Q,13.00,13.69,12.76,12.80,12.80,12.55,7,1954,25544.00,
539289,MJCO        ,B ,Q,458.30,480.00,458.30,462.45,464.45,457.45,194,3184,1495900.00,
539290,BINDALAGRO  ,B ,Q,12.60,14.00,12.55,13.80,13.80,13.00,40,11773,158958.00,
539300,AKSPINTEX   ,X ,Q,28.20,28.20,28.20,28.20,28.20,26.90,1,78,2199.00,
539301,ARVSMART    ,B ,Q,118.15,123.85,118.15,122.25,122.00,117.50,78,2541,308851.00,
539302,POWERMECH   ,B ,Q,815.00,857.95,808.40,844.75,857.95,822.10,87,484,405495.00,
539310,TISL        ,B ,Q,4.25,4.38,3.98,3.98,3.98,4.42,37,257833,1032990.00,
539314,UNIAUTO     ,M ,Q,60.00,60.00,60.00,60.00,60.00,60.10,1,2000,120000.00,
539331,VETO        ,B ,Q,60.10,65.85,58.35,65.85,65.85,59.90,326,60349,3857001.00,
539332,NAVKARCORP  ,A ,Q,39.35,42.10,39.35,40.95,41.00,40.00,306,29336,1212736.00,
539333,PENPEBS     ,B ,Q,53.00,54.60,51.50,53.95,53.90,50.95,55,5563,293653.00,
539334,SHREEPUSHK  ,B ,Q,129.60,129.90,127.15,128.90,128.80,129.40,139,7522,970137.00,
539336,GUJGAS      ,A ,Q,118.60,118.75,116.70,117.25,117.25,118.15,148,6458,760271.00,
539351,PRABHAT     ,B ,Q,54.60,56.45,54.50,55.45,55.45,54.05,219,12437,688164.00,
539353,SWARAJAUTO  ,X ,Q,230.00,234.50,221.50,222.45,222.60,228.65,58,1271,287845.00,
539354,POLYSPIN    ,X ,Q,123.10,123.10,123.10,123.10,123.10,126.30,1,100,12310.00,
539359,PRITIKAUTO  ,X ,Q,156.95,156.95,152.00,153.05,152.00,155.20,40,4398,681721.00,
539363,SKC         ,T ,Q,26.80,26.80,26.80,26.80,26.80,28.20,7,36002,964853.00,
539391,ACME        ,X ,Q,13.80,13.80,13.30,13.30,13.30,13.95,4,1204,16363.00,
539398,VISHALBL    ,M ,Q,95.00,95.00,95.00,95.00,95.00,84.00,1,1875,178125.00,
539399,BELLACASA   ,T ,Q,164.80,164.80,164.80,164.80,164.80,165.00,2,455,74984.00,
539400,MALLCOM     ,X ,Q,210.00,210.00,210.00,210.00,210.00,200.00,6,348,73080.00,
539403,ARAMBHAN    ,M ,Q,19.15,19.15,12.85,12.85,12.85,16.06,8,50000,677300.00,
539404,SATIN       ,B ,Q,230.00,242.45,230.00,240.85,242.40,229.00,183,3773,895195.00,
539407,GENCON      ,X ,Q,139.75,139.95,137.00,138.90,137.00,139.75,41,8031,1118229.00,
539408,KUBERJI     ,X ,Q,3.17,3.17,3.17,3.17,3.17,3.17,2,903,2862.00,
539410,WELCON      ,X ,Q,5.96,6.58,5.96,6.58,6.58,6.27,22,5537,34308.00,
539428,TEJNAKSH    ,B ,Q,54.65,54.70,52.00,52.50,52.50,51.50,8,210,11162.00,
539435,RFSL        ,X ,Q,19.00,19.00,19.00,19.00,19.00,20.00,1,54,1026.00,
539436,COFFEEDAY   ,A ,Q,277.15,279.00,277.00,277.85,277.00,277.05,35,1656,459541.00,
539437,IDFCFIRSTB  ,A ,Q,45.00,45.80,44.80,45.45,45.45,44.85,1234,1124092,51070788.00,
539447,BEARDSELL   ,B ,Q,16.95,17.00,16.95,17.00,17.00,14.90,3,3,50.00,
539448,INDIGO      ,A ,Q,1110.00,1128.10,1109.05,1116.30,1114.65,1113.85,728,37065,41384469.00,
539450,SHK         ,B ,Q,154.95,155.55,146.40,146.90,147.70,156.40,1053,651208,98624798.00,
539479,GTV         ,X ,Q,28.00,28.35,28.00,28.35,28.35,27.00,3,55,1541.00,
